subject,subject_prolific,version,factor,task_name,condition,stimulus,choice,auxiliary_info1,openq_response,introspect_rating,introspect_open,familiarity,rt,timestamp,id
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,69348,2024-12-19 19:26:01,95749
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 60% to auto safety and 40% to highway safety status quo: 50/50,,,,,2839,2024-12-19 19:26:04,95750
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.97,0.18,,,,,12150,2024-12-19 19:26:05,95751
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.69,0.35,,,,,10381,2024-12-19 19:26:06,95752
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,100,"100,0,0,0",,,,,17323,2024-12-19 19:26:10,95753
5c01d3c509e9c70001500b10,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.46,0.76,,,,,12984,2024-12-19 19:26:11,95754
6362852176f08a3984fa6ef1,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,70897,2024-12-19 19:26:14,95755
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,simulation,missed,,100,,,,,,8050,2024-12-19 19:26:19,95756
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,24723,2024-12-19 19:26:21,95757
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,12232,2024-12-19 19:26:25,95758
66bf96a398b165333e46f5e1,,v5_pilot2,,attention check 2,,,The moon is made of green cheese.,Failure,,,,,41994,2024-12-19 19:26:31,95759
5beb8419aec9ef0001e9d5fb,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,16607,2024-12-19 19:26:36,95760
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,30,"30,45,20,5",,,,,126315,2024-12-19 19:26:47,95761
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,7307,2024-12-19 19:26:49,95762
5c1827dbebe9950001752e40,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,24291,2024-12-19 19:26:49,95763
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Don't Continue Investing,,,,,,35062,2024-12-19 19:26:53,95764
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Xylem is the water-transporting tissue in plants,10,not false positive,,,,,,2024-12-19 19:26:56,95765
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,50,not false positive,,,,,,2024-12-19 19:26:59,95766
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The otter belongs to the squirrel family,10,not false positive,,,,,,2024-12-19 19:27:01,95767
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Candlepins is the most widely played variation of bowling,50,not false positive,,,,,,2024-12-19 19:27:04,95768
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,60,not false positive,,,,,,2024-12-19 19:27:06,95769
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,58,not false positive,,,,,,2024-12-19 19:27:08,95770
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Most limes have more acid than lemon,90,not false positive,,,,,,2024-12-19 19:27:10,95771
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",27,false positive,,,,,,2024-12-19 19:27:12,95772
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,69,not false positive,,,,,,2024-12-19 19:27:15,95773
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.8,0.26,,,,,61659,2024-12-19 19:27:17,95774
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,90,not false positive,,,,,,2024-12-19 19:27:17,95775
5c01d3c509e9c70001500b10,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Don't Continue Investing,,,,,,63519,2024-12-19 19:27:18,95776
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,10,not false positive,,,,,,2024-12-19 19:27:21,95777
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",79,not false positive,,,,,,2024-12-19 19:27:21,95778
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Cabbages are in the mustard family,58,not false positive,,,,,,2024-12-19 19:27:23,95779
66ee1b8ee4da3710c1695515,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,33500,2024-12-19 19:27:23,95780
5beb8419aec9ef0001e9d5fb,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,44,not false positive,,,,,,2024-12-19 19:27:25,95781
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.66,0.81,,,,,8077,2024-12-19 19:27:38,95782
5c01d3c509e9c70001500b10,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,24282,2024-12-19 19:27:44,95783
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Don't Continue Investing,,,,,,71565,2024-12-19 19:27:45,95784
66bf96a398b165333e46f5e1,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,63498,2024-12-19 19:27:46,95785
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Moose may dive underwater while feeding,59,not false positive,,,,,,2024-12-19 19:27:47,95786
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,3638,2024-12-19 19:27:50,95787
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,132528,2024-12-19 19:27:54,95788
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,"In almost all human populations of newborns, there is a slight excess of males",58,not false positive,,,,,,2024-12-19 19:27:56,95789
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Dart boards are commonly made of sisal,70,not false positive,,,,,,2024-12-19 19:28:02,95790
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,78,not false positive,,,,,,2024-12-19 19:28:02,95791
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The mouth of a sea urchin is on its top,82,not false positive,,,,,,2024-12-19 19:28:04,95792
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,110690,2024-12-19 19:28:06,95793
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",90,not false positive,,,,,,2024-12-19 19:28:09,95794
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The Caspian Sea is the lowest body of water on the surface of the Earth,21,false positive,,,,,,2024-12-19 19:28:13,95795
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,Dough is boiled in the process of making croissants,89,not false positive,,,,,,2024-12-19 19:28:14,95796
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,115771,2024-12-19 19:28:14,95797
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The grape plant is a large herb,69,not false positive,,,,,,2024-12-19 19:28:16,95798
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,3459,2024-12-19 19:28:18,95799
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Most limes have more acid than lemon,80,not false positive,,,,,,2024-12-19 19:28:18,95800
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,89513,2024-12-19 19:28:19,95801
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The mouth of a sea urchin is on its top,90,not false positive,,,,,,2024-12-19 19:28:21,95802
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The Caspian Sea is the lowest body of water on the surface of the Earth,90,not false positive,,,,,,2024-12-19 19:28:25,95803
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,128606,2024-12-19 19:28:27,95804
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,30299,2024-12-19 19:28:32,95805
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,90,not false positive,,,,,,2024-12-19 19:28:34,95806
5c01d3c509e9c70001500b10,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,47810,2024-12-19 19:28:39,95807
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,13,false positive,,,,,,2024-12-19 19:28:40,95808
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,5941,2024-12-19 19:28:41,95809
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Lake Baikal is the world's largest freshwater lake by volume,90,not false positive,,,,,,2024-12-19 19:28:44,95810
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,10,"10,90,35,10",,,,,28560,2024-12-19 19:28:46,95811
66bf96a398b165333e46f5e1,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,1,"1,1,3,3",,,,,60736,2024-12-19 19:28:47,95812
6362852176f08a3984fa6ef1,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Snakes lack moveable eyelids,90,not false positive,,,,,,2024-12-19 19:28:51,95813
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,70,not false positive,,,,,,2024-12-19 19:28:57,95814
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,79,not false positive,,,,,,2024-12-19 19:29:02,95815
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,10,"10,60,20,10",,,,,36301,2024-12-19 19:29:03,95816
6760b3ba799791bde55247b4,,v5_pilot2,,attention check 2,,,The moon is made of cheese,Failure,,,,,104582,2024-12-19 19:29:04,95817
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,The flamingoâ€™s pink color comes from carotenoid pigments in its food,90,not false positive,,,,,,2024-12-19 19:29:05,95818
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Moose may dive underwater while feeding,59,not false positive,,,,,,2024-12-19 19:29:10,95819
66bf96a398b165333e46f5e1,,v5_pilot2,Factor-Included,simulation,barely missed,,82,,,,,,16353,2024-12-19 19:29:12,95820
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,71,not false positive,,,,,,2024-12-19 19:29:14,95821
5c1827dbebe9950001752e40,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,"In almost all human populations of newborns, there is a slight excess of males",90,not false positive,,,,,,2024-12-19 19:29:18,95822
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 30% to auto safety and 70% to highway safety status quo: 50/50,,,,,86243,2024-12-19 19:29:21,95823
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,84096,2024-12-19 19:29:32,95824
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,42637,2024-12-19 19:29:34,95825
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,25882,2024-12-19 19:29:34,95826
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 30% to auto safety and 70% to highway safety status quo: 50/50,,,,,17358,2024-12-19 19:29:52,95827
66bf96a398b165333e46f5e1,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,35171,2024-12-19 19:29:53,95828
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,40,"40,30,10,20",,,,,84579,2024-12-19 19:29:57,95829
5c01d3c509e9c70001500b10,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,65,"65,35,40,25",,,,,83803,2024-12-19 19:30:03,95830
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,75099,2024-12-19 19:30:06,95831
5fb757520b48c928a9b6e00b,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,32196,2024-12-19 19:30:07,95832
66cf6c471a4e4397dac16e71,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,41991,2024-12-19 19:30:34,95833
67276ea4e89404cc3ccdc824,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,70442,2024-12-19 19:30:34,95834
66bf96a398b165333e46f5e1,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,44394,2024-12-19 19:30:37,95835
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,simulation,missed,,53,,,,,,24133,2024-12-19 19:30:38,95836
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 50% for auto safety and 50% for highway safety",,,,,35956,2024-12-19 19:30:44,95837
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,40,"40,21,26,13",,,,,151265,2024-12-19 19:30:49,95838
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,simulation,barely missed,,76,,,,,,42644,2024-12-19 19:30:53,95839
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Giraffes have terrible eyesight,64,not false positive,,,,,,2024-12-19 19:30:58,95840
66cf6c471a4e4397dac16e71,,v5_pilot2,Factor-Excluded,simulation,missed,,64,,,,,,20914,2024-12-19 19:30:58,95841
5fb757520b48c928a9b6e00b,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,61,not false positive,,,,,,2024-12-19 19:31:03,95842
