subject,subject_prolific,version,factor,task_name,condition,stimulus,choice,auxiliary_info1,openq_response,introspect_rating,introspect_open,familiarity,rt,timestamp,id
"",,v5_pilot1,,attention check 2,,,r,Failure,,,,,3586,2024-06-21 09:55:40,71683
"",,v5_pilot1,,attention check 3,,,"r,h,h,h,h",Incorrect,,,,,4542,2024-06-21 09:55:45,71684
"",,v5_pilot1,Factor-Excluded,status_quo,Factor-Excluded,,70/30,,w,50,50,No,798,2024-06-21 09:55:56,71685
"",,v5_pilot1,,attention check 2,,,r,Failure,,,,,1488,2024-06-21 10:00:23,71686
"",,v5_pilot1,,attention check 3,,,"rh,h,h,h,h",Incorrect,,,,,2875,2024-06-21 10:00:26,71687
"",,v5_pilot1,Factor-Excluded,rep,Factor-Excluded,,50,,f,50,50,No,895,2024-06-21 10:00:39,71688
"",,v5_pilot1,,attention check 2,,,r,Failure,,,,,1491,2024-06-21 10:02:15,71689
"",,v5_pilot1,,attention check 3,,,"j,j,j,j,j",Incorrect,,,,,4727,2024-06-21 10:02:20,71690
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,bed,New,Original,,,,,1230,2024-06-21 10:02:50,71691
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,awake,New,Original,,,,,450,2024-06-21 10:02:51,71692
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,walk,New,New,,,,,360,2024-06-21 10:02:52,71693
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,snore,New,Original,,,,,318,2024-06-21 10:02:52,71694
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,suit,New,New,,,,,381,2024-06-21 10:02:53,71695
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,rest,New,Original,,,,,264,2024-06-21 10:02:54,71696
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,slumber,New,Original,,,,,347,2024-06-21 10:02:55,71697
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,nurse,New,New,,,,,265,2024-06-21 10:02:56,71698
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,kneel,New,New,,,,,3394,2024-06-21 10:03:00,71699
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,heart,New,New,,,,,321,2024-06-21 10:03:01,71700
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,nap,New,Original,,,,,273,2024-06-21 10:03:01,71701
"",,v5_pilot1,Factor-Excluded,associative memory,Sleep,dream,New,Original,,,,,342,2024-06-21 10:03:02,71702
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,shade,New,New,,,,,274,2024-06-21 10:03:03,71703
"",,v5_pilot1,Factor-Excluded,associative memory,NonSleep,bitter,New,New,,,,,271,2024-06-21 10:03:04,71704
"",,v5_pilot1,Factor-Excluded,associative memory,,,,,d,50,50,No,932,2024-06-21 10:03:09,71705
"",,v5_pilot1,Factor-Excluded,contact principle,No Contact,,Impermissible,,f,50,50,No,867,2024-06-21 10:03:30,71706
"",,v5_pilot1,Factor-Excluded,availability,Unfamous,,List 2,,r,50,50,No,1972,2024-06-21 10:04:08,71707
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in The Netherlands?,r,The_Netherlands_estimate_first_response = r,,,,,1486,2024-06-21 10:04:10,71708
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Nigeria?,r,Nigeria_estimate_first_response = r,,,,,554,2024-06-21 10:04:10,71709
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Tanzania?,r,Tanzania_estimate_first_response = r,,,,,965,2024-06-21 10:04:11,71710
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Benin?,r,Benin_estimate_first_response = r,,,,,277,2024-06-21 10:04:11,71711
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Malaysia?,r,Malaysia_estimate_first_response = r,,,,,275,2024-06-21 10:04:12,71712
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Pakistan?,r,Pakistan_estimate_first_response = r,,,,,271,2024-06-21 10:04:12,71713
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in South Korea?,r,South_Korea_estimate_first_response = r,,,,,258,2024-06-21 10:04:12,71714
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Greece?,r,Greece_estimate_first_response = r,,,,,234,2024-06-21 10:04:12,71715
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Haiti?,r,Haiti_estimate_first_response = r,,,,,206,2024-06-21 10:04:13,71716
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in The Democratic Republic of the Congo?,r,The_Democratic_Republic_of_the_Congo_estimate_first_response = r,,,,,447,2024-06-21 10:04:13,71717
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in The Czech Republic?,rr,The_Czech_Republic_estimate_first_response = rr,,,,,617,2024-06-21 10:04:14,71718
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Guinea?,r,Guinea_estimate_first_response = r,,,,,381,2024-06-21 10:04:14,71719
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Romania?,r,Romania_estimate_first_response = r,,,,,512,2024-06-21 10:04:15,71720
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Uganda?,r,Uganda_estimate_first_response = r,,,,,177,2024-06-21 10:04:15,71721
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Mexico?,rrrrr,Mexico_estimate_first_response = rrrrr,,,,,885,2024-06-21 10:04:16,71722
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Azerbaijan?,r,Azerbaijan_estimate_first_response = r,,,,,186,2024-06-21 10:04:16,71723
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Ukraine?,r,Ukraine_estimate_first_response = r,,,,,175,2024-06-21 10:04:16,71724
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Burkina Faso?,r,Burkina_Faso_estimate_first_response = r,,,,,519,2024-06-21 10:04:17,71725
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Niger?,rr,Niger_estimate_first_response = rr,,,,,352,2024-06-21 10:04:17,71726
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Colombia?,rrr,Colombia_estimate_first_response = rrr,,,,,542,2024-06-21 10:04:17,71727
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Somalia?,r,Somalia_estimate_first_response = r,,,,,597,2024-06-21 10:04:18,71728
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Zimbabwe?,r,Zimbabwe_estimate_first_response = r,,,,,254,2024-06-21 10:04:18,71729
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Thailand?,r,Thailand_estimate_first_response = r,,,,,197,2024-06-21 10:04:18,71730
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in North Korea?,r,North_Korea_estimate_first_response = r,,,,,297,2024-06-21 10:04:19,71731
"",,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Vietnam?,r,Vietnam_estimate_first_response = r,,,,,194,2024-06-21 10:04:19,71732
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in The Netherlands?,n,The_Netherlands_recall_original_response = n,,,,,293039,2024-06-21 10:13:58,71733
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Nigeria?,n,Nigeria_recall_original_response = n,,,,,893,2024-06-21 10:13:59,71734
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Tanzania?,t,Tanzania_recall_original_response = t,,,,,2315,2024-06-21 10:14:02,71735
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Benin?,b,Benin_recall_original_response = b,,,,,1270,2024-06-21 10:14:02,71736
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Malaysia?,mm,Malaysia_recall_original_response = mm,,,,,1115,2024-06-21 10:14:03,71737
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Pakistan?,p,Pakistan_recall_original_response = p,,,,,6627,2024-06-21 10:14:10,71738
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in South Korea?,s,South_Korea_recall_original_response = s,,,,,1430,2024-06-21 10:14:12,71739
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Greece?,g,Greece_recall_original_response = g,,,,,1184,2024-06-21 10:14:13,71740
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Haiti?,h,Haiti_recall_original_response = h,,,,,962,2024-06-21 10:14:14,71741
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in The Democratic Republic of the Congo?,d,The_Democratic_Republic_of_the_Congo_recall_original_response = d,,,,,1450,2024-06-21 10:14:15,71742
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in The Czech Republic?,c,The_Czech_Republic_recall_original_response = c,,,,,1332,2024-06-21 10:14:16,71743
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Guinea?,g,Guinea_recall_original_response = g,,,,,1768,2024-06-21 10:14:18,71744
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Romania?,r,Romania_recall_original_response = r,,,,,1395,2024-06-21 10:14:19,71745
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Uganda?,u,Uganda_recall_original_response = u,,,,,1102,2024-06-21 10:14:21,71746
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Mexico?,mm,Mexico_recall_original_response = mm,,,,,1181,2024-06-21 10:14:22,71747
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Azerbaijan?,a,Azerbaijan_recall_original_response = a,,,,,3303,2024-06-21 10:14:25,71748
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Ukraine?,u,Ukraine_recall_original_response = u,,,,,1049,2024-06-21 10:14:26,71749
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Burkina Faso?,b,Burkina_Faso_recall_original_response = b,,,,,991,2024-06-21 10:14:27,71750
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Niger?,n,Niger_recall_original_response = n,,,,,984,2024-06-21 10:14:28,71751
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Colombia?,c,Colombia_recall_original_response = c,,,,,1061,2024-06-21 10:14:29,71752
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Somalia?,c,Somalia_recall_original_response = c,,,,,729,2024-06-21 10:14:30,71753
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Zimbabwe?,cc,Zimbabwe_recall_original_response = cc,,,,,467,2024-06-21 10:14:30,71754
"",,v5_pilot1,Factor-Excluded,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Thailand?,c,Thailand_recall_original_response = c,,,,,224,2024-06-21 10:14:31,71755
