subject,subject_prolific,version,factor,task_name,condition,stimulus,choice,auxiliary_info1,openq_response,introspect_rating,introspect_open,familiarity,rt,timestamp,id
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Azerbaijan?,"500,000","Azerbaijan_recall_original_response = 500,000",,,,,5729,2024-06-21 13:36:15,71975
6273238a4a8b39041ff1bd2c,,v5_pilot1,,attention check 2,,,The moon is made of green cheese,Success,,,,,53154,2024-06-21 13:36:17,71976
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in The Netherlands?,1 million,The_Netherlands_recall_original_response = 1 million,,,,,4798,2024-06-21 13:36:20,71977
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Colombia?,1 million,Colombia_recall_original_response = 1 million,,,,,4538,2024-06-21 13:36:25,71978
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Thailand?,2 million,Thailand_recall_original_response = 2 million,,,,,4390,2024-06-21 13:36:29,71979
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Zimbabwe?,1 million,Zimbabwe_recall_original_response = 1 million,,,,,4055,2024-06-21 13:36:33,71980
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Malaysia?,"500,000","Malaysia_recall_original_response = 500,000",,,,,7342,2024-06-21 13:36:40,71981
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,decoy effect,Decoy Present,,Brand N (Target),,Best bang for buck.,50,50,No,3055,2024-06-21 13:36:44,71982
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Benin?,"200,000","Benin_recall_original_response = 200,000",,,,,7190,2024-06-21 13:36:48,71983
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Haiti?,1 million,Haiti_recall_original_response = 1 million,,,,,5282,2024-06-21 13:36:53,71984
6504cf65271c90f40dabc999,,v5_pilot1,Factor-Excluded,mere exposure,Factor-Excluded,,,,As I was watching the flashing words I was trying to pronounce them and determine their meaning. When I was asked how they made me feel I tried to focus on the mouth feel of pronouncing the words and went on how each word made me smile or frown as I said it.,69,6,No,4933,2024-06-21 13:36:57,71985
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/A3 LF-249.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,6687,2024-06-21 13:36:58,71986
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Somalia?,1 million,Somalia_recall_original_response = 1 million,,,,,5758,2024-06-21 13:36:59,71987
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Mexico?,5 million,Mexico_recall_original_response = 5 million,,,,,5010,2024-06-21 13:37:04,71988
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/A1 WF-233.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,7813,2024-06-21 13:37:06,71989
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight bias,,What was your ORIGINAL ANSWER when we asked you to estimate how many people lived in Nigeria?,1 million,Nigeria_recall_original_response = 1 million,,,,,4389,2024-06-21 13:37:08,71990
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,anchoring,No Anchor,,,,I didn't know the answers so I made a guess,4,49,No,3518,2024-06-21 13:37:10,71991
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/U2 LM-240.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,4669,2024-06-21 13:37:11,71992
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/U3 BF-200.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,3621,2024-06-21 13:37:14,71993
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/A2 BF-240.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,3805,2024-06-21 13:37:18,71994
6273238a4a8b39041ff1bd2c,,v5_pilot1,,attention check 3,,,"3,5,1,4,2",Correct,,,,,63114,2024-06-21 13:37:20,71995
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M8 BM-232.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,4992,2024-06-21 13:37:20,71996
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/U4 WF-002.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,3821,2024-06-21 13:37:22,71997
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M2 WM-230.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,2826,2024-06-21 13:37:23,71998
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/A4 BF-233.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,3013,2024-06-21 13:37:25,71999
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M1 LF-240.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,2426,2024-06-21 13:37:25,72000
631a5e886ab21d522f83e58e,,v5_pilot1,Factor-Included,halo,attractive/unattractive,"<img src=""img/U1 AM-224.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,3254,2024-06-21 13:37:28,72001
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M6 WM-214.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,2992,2024-06-21 13:37:28,72002
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M4 LF-252.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",1,,,,,,3501,2024-06-21 13:37:32,72003
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M7 WM-254.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",1,,,,,,4055,2024-06-21 13:37:36,72004
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M3 BM-034.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",2,,,,,,2167,2024-06-21 13:37:38,72005
664b49be29e4f690e547ab82,,v5_pilot1,,attention check 2,,,The moon is made of green cheese ,Success,,,,,56902,2024-06-21 13:37:41,72006
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,"<img src=""img/M5 WM-221.jpg"" alt=""Stimulus Image"" style=""width:45%;height:auto;""><br><br><p>Please rate your impression of how persuasive the individual pictured above is on a scale from 1 to 5.</p>",3,,,,,,3481,2024-06-21 13:37:42,72007
65011da64f1176431cead27c,,v5_pilot1,Factor-Included,hindsight,Factor-Included,,,,I have a terrible recall memory so I struggled with this part and tried to remember what I put down. ,53,1,No,4919,2024-06-21 13:37:52,72008
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,halo,average attractiveness,,Array,,How nice they seemed based on their image,36,33,No,2153,2024-06-21 13:38:06,72009
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Colombia?,100000,Colombia_estimate_first_response = 100000,,,,,5776,2024-06-21 13:38:15,72010
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in The Democratic Republic of the Congo?,75000,The_Democratic_Republic_of_the_Congo_estimate_first_response = 75000,,,,,5440,2024-06-21 13:38:20,72011
6273238a4a8b39041ff1bd2c,,v5_pilot1,Factor-Excluded,causal inference,Nine,,61,,seemed logical,28,34,No,5890,2024-06-21 13:38:23,72012
5e0faccc24f9396bc33814c8,,v5_pilot1,Factor-Excluded,hindsight bias,,How many people live in Benin?,35000,Benin_estimate_first_response = 35000,,,,,5949,2024-06-21 13:38:26,72013
62d06d1b651d6922f62fab9b,,v5_pilot1,Factor-Included,status_quo,Factor-Included,,50/50,,I decided to choose 50/50 because I felt that it was fair and both are necessary and important for the community and drivers to be safe and function well together on the roads. ,52,60,No,5557,2024-06-21 13:38:30,72014
